config	instance	seed	result	time_s	conflicts	propagations	decisions
default	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	1	UNSATISFIABLE	20.8	654	50706980	2793
default	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	2	UNSATISFIABLE	22.0	658	57553109	2557
default	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	3	UNSATISFIABLE	21.6	652	56474279	2908
default	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	4	UNSATISFIABLE	18.4	661	55106202	3695
default	663bb5659e42c2c75f74354f48895302-SCPC-500-13	0	UNSATISFIABLE	45.1	306363	20649744	553414
default	663bb5659e42c2c75f74354f48895302-SCPC-500-13	1	UNSATISFIABLE	44.0	301989	20409918	544131
default	663bb5659e42c2c75f74354f48895302-SCPC-500-13	2	UNSATISFIABLE	49.5	346627	23602753	619142
default	663bb5659e42c2c75f74354f48895302-SCPC-500-13	3	UNSATISFIABLE	67.7	363811	24733180	648444
default	663bb5659e42c2c75f74354f48895302-SCPC-500-13	4	UNSATISFIABLE	43.4	299848	20385092	538038
default	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	0	SATISFIABLE	59.2	78007	175346629	997485
default	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	1	SATISFIABLE	85.3	175699	332887254	2654199
default	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	2	SATISFIABLE	69.8	118245	244552455	1499920
default	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	3	SATISFIABLE	73.9	144013	275231275	1708689
default	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	4	SATISFIABLE	156.2	404909	773184987	5251366
default	fab2022deb130fe3ad1136a5c71b4109-case9	0	SATISFIABLE	68.6	1237781	121778999	1688840
default	fab2022deb130fe3ad1136a5c71b4109-case9	1	TIMEOUT	300.0	NA	NA	NA
default	fab2022deb130fe3ad1136a5c71b4109-case9	2	TIMEOUT	300.0	NA	NA	NA
default	fab2022deb130fe3ad1136a5c71b4109-case9	3	TIMEOUT	300.0	NA	NA	NA
default	fab2022deb130fe3ad1136a5c71b4109-case9	4	TIMEOUT	300.0	NA	NA	NA
default	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	0	SATISFIABLE	96.5	5097	27275660	669722
default	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	1	SATISFIABLE	118.4	10514	72489897	1453709
default	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	2	SATISFIABLE	108.4	8829	63784207	1302200
default	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	3	SATISFIABLE	108.2	3837	21541330	704855
default	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	4	SATISFIABLE	107.0	9003	52410393	1509301
default	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	0	UNSATISFIABLE	150.9	2182837	613189717	2756601
default	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	1	UNSATISFIABLE	146.4	2265986	620911006	2870750
default	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	2	UNSATISFIABLE	144.5	2206914	607367495	2796977
default	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	3	UNSATISFIABLE	137.3	2087133	584241297	2639393
default	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	4	UNSATISFIABLE	150.1	2253252	629595906	2840544
default	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	0	SATISFIABLE	248.5	362573	308789793	2703684
default	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	1	SATISFIABLE	114.8	162169	142391703	1432085
default	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	2	SATISFIABLE	168.7	322843	268238280	2384070
default	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	3	SATISFIABLE	74.1	65522	57785804	656089
default	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	4	SATISFIABLE	147.8	147420	126786966	1362935
default	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	0	UNSATISFIABLE	255.2	3192070	935583824	4001995
default	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	1	UNSATISFIABLE	220.4	2905673	842845525	3658954
default	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	2	UNSATISFIABLE	212.3	2799047	821053629	3516712
default	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	3	UNSATISFIABLE	208.3	2724188	799336125	3405675
default	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	4	UNSATISFIABLE	273.1	3196446	934308204	4005672
default	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	0	TIMEOUT	300.1	NA	NA	NA
default	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	1	TIMEOUT	300.1	NA	NA	NA
default	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	2	TIMEOUT	300.0	NA	NA	NA
default	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	3	TIMEOUT	300.0	NA	NA	NA
default	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	4	TIMEOUT	300.1	NA	NA	NA
default	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	0	TIMEOUT	300.1	NA	NA	NA
default	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	1	TIMEOUT	300.2	NA	NA	NA
default	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	2	TIMEOUT	300.3	NA	NA	NA
default	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	3	TIMEOUT	300.3	NA	NA	NA
default	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	4	TIMEOUT	300.4	NA	NA	NA
binary_fast	ed6d842f96d10f3400bce251f9e95bfb-battleship-16-31-sat	0	SATISFIABLE	0.1	0	0	0
binary_fast	ed6d842f96d10f3400bce251f9e95bfb-battleship-16-31-sat	1	SATISFIABLE	0.2	0	0	0
binary_fast	ed6d842f96d10f3400bce251f9e95bfb-battleship-16-31-sat	2	SATISFIABLE	0.2	0	0	0
binary_fast	ed6d842f96d10f3400bce251f9e95bfb-battleship-16-31-sat	3	SATISFIABLE	0.2	0	0	0
binary_fast	ed6d842f96d10f3400bce251f9e95bfb-battleship-16-31-sat	4	SATISFIABLE	0.1	0	0	0
binary_fast	557d7d4db5399188f62bc39598c6d868-mp1-Nb7T46	0	TIMEOUT	300.1	NA	NA	NA
binary_fast	557d7d4db5399188f62bc39598c6d868-mp1-Nb7T46	1	TIMEOUT	300.1	NA	NA	NA
binary_fast	557d7d4db5399188f62bc39598c6d868-mp1-Nb7T46	2	SATISFIABLE	102.8	1435998	417654172	8170135
binary_fast	557d7d4db5399188f62bc39598c6d868-mp1-Nb7T46	3	TIMEOUT	300.1	NA	NA	NA
binary_fast	557d7d4db5399188f62bc39598c6d868-mp1-Nb7T46	4	SATISFIABLE	103.1	1393090	412105037	7770004
binary_fast	849950561ddce887c78fef773dccfa80-circuit_48in64out_with_800gates_4in4out_dist128_seed3.sanitized	0	SATISFIABLE	4.6	60676	4921663	130383
binary_fast	849950561ddce887c78fef773dccfa80-circuit_48in64out_with_800gates_4in4out_dist128_seed3.sanitized	1	SATISFIABLE	5.6	147629	14581411	294265
binary_fast	849950561ddce887c78fef773dccfa80-circuit_48in64out_with_800gates_4in4out_dist128_seed3.sanitized	2	SATISFIABLE	17.1	184531	19894948	335461
binary_fast	849950561ddce887c78fef773dccfa80-circuit_48in64out_with_800gates_4in4out_dist128_seed3.sanitized	3	SATISFIABLE	11.4	140087	13412936	270874
binary_fast	849950561ddce887c78fef773dccfa80-circuit_48in64out_with_800gates_4in4out_dist128_seed3.sanitized	4	SATISFIABLE	15.9	174350	18788750	325068
binary_fast	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	0	UNSATISFIABLE	17.8	685	46387559	2697
binary_fast	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	1	UNSATISFIABLE	42.5	733	57841939	2669
binary_fast	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	2	UNSATISFIABLE	17.4	681	45630620	2905
binary_fast	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	3	UNSATISFIABLE	38.3	730	47011254	2806
binary_fast	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	4	UNSATISFIABLE	16.9	735	41649182	2628
binary_fast	663bb5659e42c2c75f74354f48895302-SCPC-500-13	0	UNSATISFIABLE	98.7	307621	20874531	551051
binary_fast	663bb5659e42c2c75f74354f48895302-SCPC-500-13	1	UNSATISFIABLE	44.2	302412	20572489	537745
binary_fast	663bb5659e42c2c75f74354f48895302-SCPC-500-13	2	UNSATISFIABLE	41.9	302153	20640110	534847
binary_fast	663bb5659e42c2c75f74354f48895302-SCPC-500-13	3	UNSATISFIABLE	63.5	349456	23811355	619614
binary_fast	663bb5659e42c2c75f74354f48895302-SCPC-500-13	4	UNSATISFIABLE	55.2	273546	18661727	484760
binary_fast	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	0	SATISFIABLE	115.6	129436	293512438	1807766
binary_fast	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	1	TIMEOUT	300.3	NA	NA	NA
binary_fast	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	2	SATISFIABLE	113.7	180483	374841030	2810121
binary_fast	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	3	SATISFIABLE	214.8	428973	779962195	6007611
binary_fast	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	4	SATISFIABLE	180.9	367817	646107824	5137410
binary_fast	fab2022deb130fe3ad1136a5c71b4109-case9	0	TIMEOUT	300.0	NA	NA	NA
binary_fast	fab2022deb130fe3ad1136a5c71b4109-case9	1	TIMEOUT	300.0	NA	NA	NA
binary_fast	fab2022deb130fe3ad1136a5c71b4109-case9	2	SATISFIABLE	174.5	2902334	285734118	3901163
binary_fast	fab2022deb130fe3ad1136a5c71b4109-case9	3	TIMEOUT	300.0	NA	NA	NA
binary_fast	fab2022deb130fe3ad1136a5c71b4109-case9	4	SATISFIABLE	132.8	2256730	222579739	3032326
binary_fast	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	0	SATISFIABLE	159.9	12951	107770777	5765382
binary_fast	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	1	SATISFIABLE	129.8	26553	131014252	2684637
binary_fast	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	2	SATISFIABLE	125.0	4579	30528215	603959
binary_fast	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	3	SATISFIABLE	109.0	7679	42099046	986050
binary_fast	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	4	SATISFIABLE	99.5	3007	22255756	543314
binary_fast	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	0	UNSATISFIABLE	154.5	2163712	583812921	2702534
binary_fast	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	1	UNSATISFIABLE	163.8	2298929	633237745	2880726
binary_fast	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	2	UNSATISFIABLE	148.6	2092137	579371218	2630952
binary_fast	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	3	UNSATISFIABLE	158.3	2176593	605620430	2717865
binary_fast	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	4	UNSATISFIABLE	219.3	2158881	594837238	2700654
binary_fast	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	0	SATISFIABLE	197.5	275677	232525193	2231636
binary_fast	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	1	SATISFIABLE	114.2	170362	141825944	1406721
binary_fast	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	2	SATISFIABLE	65.0	33081	32821602	383446
binary_fast	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	3	SATISFIABLE	118.0	29068	31051217	372670
binary_fast	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	4	SATISFIABLE	111.0	63336	59739756	631943
binary_fast	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	0	UNSATISFIABLE	294.3	3413016	1005170255	4275789
binary_fast	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	1	UNSATISFIABLE	298.3	3481425	1032279804	4376125
binary_fast	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	2	UNSATISFIABLE	284.2	3302755	964735524	4151796
binary_fast	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	3	UNSATISFIABLE	274.3	3199575	956399088	4005268
binary_fast	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	4	UNSATISFIABLE	298.0	3085179	905852864	3876628
binary_fast	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	0	TIMEOUT	300.1	NA	NA	NA
binary_fast	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	1	TIMEOUT	300.1	NA	NA	NA
binary_fast	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	2	TIMEOUT	300.1	NA	NA	NA
binary_fast	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	3	TIMEOUT	300.1	NA	NA	NA
binary_fast	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	4	TIMEOUT	300.1	NA	NA	NA
binary_fast	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	0	TIMEOUT	300.2	NA	NA	NA
binary_fast	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	1	TIMEOUT	300.2	NA	NA	NA
binary_fast	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	2	TIMEOUT	300.2	NA	NA	NA
binary_fast	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	3	TIMEOUT	300.2	NA	NA	NA
binary_fast	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	4	TIMEOUT	300.2	NA	NA	NA
target_phase	ed6d842f96d10f3400bce251f9e95bfb-battleship-16-31-sat	0	SATISFIABLE	0.1	0	0	0
target_phase	ed6d842f96d10f3400bce251f9e95bfb-battleship-16-31-sat	1	SATISFIABLE	0.2	0	0	0
target_phase	ed6d842f96d10f3400bce251f9e95bfb-battleship-16-31-sat	2	SATISFIABLE	0.2	0	0	0
target_phase	ed6d842f96d10f3400bce251f9e95bfb-battleship-16-31-sat	3	SATISFIABLE	0.2	0	0	0
target_phase	ed6d842f96d10f3400bce251f9e95bfb-battleship-16-31-sat	4	SATISFIABLE	0.1	0	0	0
target_phase	557d7d4db5399188f62bc39598c6d868-mp1-Nb7T46	0	SATISFIABLE	3.4	26771	9471536	230178
target_phase	557d7d4db5399188f62bc39598c6d868-mp1-Nb7T46	1	SATISFIABLE	1.4	8114	2746466	96487
target_phase	557d7d4db5399188f62bc39598c6d868-mp1-Nb7T46	2	SATISFIABLE	1.4	7611	2662281	99243
target_phase	557d7d4db5399188f62bc39598c6d868-mp1-Nb7T46	3	SATISFIABLE	0.8	10626	3266520	104026
target_phase	557d7d4db5399188f62bc39598c6d868-mp1-Nb7T46	4	SATISFIABLE	1.4	7046	2465295	94308
target_phase	849950561ddce887c78fef773dccfa80-circuit_48in64out_with_800gates_4in4out_dist128_seed3.sanitized	0	SATISFIABLE	26.9	263590	28803894	455197
target_phase	849950561ddce887c78fef773dccfa80-circuit_48in64out_with_800gates_4in4out_dist128_seed3.sanitized	1	SATISFIABLE	12.7	157586	15009170	270051
target_phase	849950561ddce887c78fef773dccfa80-circuit_48in64out_with_800gates_4in4out_dist128_seed3.sanitized	2	SATISFIABLE	5.8	151081	13596102	259370
target_phase	849950561ddce887c78fef773dccfa80-circuit_48in64out_with_800gates_4in4out_dist128_seed3.sanitized	3	SATISFIABLE	13.4	153058	15313848	268107
target_phase	849950561ddce887c78fef773dccfa80-circuit_48in64out_with_800gates_4in4out_dist128_seed3.sanitized	4	SATISFIABLE	17.3	197301	19521957	335673
target_phase	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	0	UNSATISFIABLE	38.4	673	53276061	3392
target_phase	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	1	UNSATISFIABLE	18.3	654	50706980	2793
target_phase	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	2	UNSATISFIABLE	40.4	658	57553109	2557
target_phase	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	3	UNSATISFIABLE	38.9	652	56474279	2908
target_phase	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	4	UNSATISFIABLE	38.8	661	55106202	3695
target_phase	663bb5659e42c2c75f74354f48895302-SCPC-500-13	0	UNSATISFIABLE	42.1	259377	17825469	462815
target_phase	663bb5659e42c2c75f74354f48895302-SCPC-500-13	1	UNSATISFIABLE	36.5	246585	16641583	443113
target_phase	663bb5659e42c2c75f74354f48895302-SCPC-500-13	2	UNSATISFIABLE	38.5	246966	17132753	447160
target_phase	663bb5659e42c2c75f74354f48895302-SCPC-500-13	3	UNSATISFIABLE	46.6	288834	19677935	530397
target_phase	663bb5659e42c2c75f74354f48895302-SCPC-500-13	4	UNSATISFIABLE	36.2	261040	17851371	461430
target_phase	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	0	TIMEOUT	300.4	NA	NA	NA
target_phase	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	1	TIMEOUT	300.3	NA	NA	NA
target_phase	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	2	SATISFIABLE	50.9	52106	111862653	683537
target_phase	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	3	TIMEOUT	300.1	NA	NA	NA
target_phase	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	4	SATISFIABLE	253.8	386638	691664484	4431467
target_phase	fab2022deb130fe3ad1136a5c71b4109-case9	0	SATISFIABLE	95.1	1545874	150565150	2074179
target_phase	fab2022deb130fe3ad1136a5c71b4109-case9	1	TIMEOUT	300.0	NA	NA	NA
target_phase	fab2022deb130fe3ad1136a5c71b4109-case9	2	SATISFIABLE	289.0	4723800	464550716	6174624
target_phase	fab2022deb130fe3ad1136a5c71b4109-case9	3	TIMEOUT	300.0	NA	NA	NA
target_phase	fab2022deb130fe3ad1136a5c71b4109-case9	4	TIMEOUT	300.0	NA	NA	NA
target_phase	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	0	SATISFIABLE	97.9	5097	27275660	669722
target_phase	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	1	SATISFIABLE	121.0	10514	72489897	1453709
target_phase	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	2	SATISFIABLE	110.7	8829	63784207	1302200
target_phase	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	3	SATISFIABLE	102.8	3837	21541330	704855
target_phase	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	4	SATISFIABLE	107.2	9003	52410393	1509301
target_phase	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	0	UNSATISFIABLE	199.9	2676666	780073416	3368416
target_phase	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	1	UNSATISFIABLE	165.1	2392330	696119023	3010095
target_phase	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	2	UNSATISFIABLE	190.3	2697691	798914253	3397299
target_phase	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	3	UNSATISFIABLE	197.8	2744192	809199631	3447879
target_phase	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	4	UNSATISFIABLE	273.2	2446987	715475771	3085469
target_phase	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	0	SATISFIABLE	55.7	19657	20716155	271096
target_phase	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	1	SATISFIABLE	61.8	31184	30489385	340870
target_phase	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	2	SATISFIABLE	82.5	63169	54126191	617244
target_phase	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	3	SATISFIABLE	208.6	142843	125639485	1381256
target_phase	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	4	SATISFIABLE	59.2	30707	28831169	336794
target_phase	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	0	UNSATISFIABLE	165.9	2308638	662688645	2855340
target_phase	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	1	UNSATISFIABLE	168.9	2407797	686103089	3013530
target_phase	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	2	UNSATISFIABLE	177.3	2205025	623562816	2732281
target_phase	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	3	UNSATISFIABLE	269.3	2920832	832463610	3638194
target_phase	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	4	UNSATISFIABLE	179.4	2406531	676791201	2984698
target_phase	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	0	TIMEOUT	300.1	NA	NA	NA
target_phase	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	1	TIMEOUT	300.1	NA	NA	NA
target_phase	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	2	TIMEOUT	300.1	NA	NA	NA
target_phase	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	3	TIMEOUT	300.1	NA	NA	NA
target_phase	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	4	TIMEOUT	300.1	NA	NA	NA
target_phase	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	0	TIMEOUT	300.1	NA	NA	NA
target_phase	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	1	TIMEOUT	300.1	NA	NA	NA
target_phase	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	2	TIMEOUT	300.1	NA	NA	NA
target_phase	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	3	TIMEOUT	300.2	NA	NA	NA
target_phase	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	4	TIMEOUT	300.3	NA	NA	NA
chrono	ed6d842f96d10f3400bce251f9e95bfb-battleship-16-31-sat	0	SATISFIABLE	0.1	0	0	0
chrono	ed6d842f96d10f3400bce251f9e95bfb-battleship-16-31-sat	1	SATISFIABLE	0.2	0	0	0
chrono	ed6d842f96d10f3400bce251f9e95bfb-battleship-16-31-sat	2	SATISFIABLE	0.2	0	0	0
chrono	ed6d842f96d10f3400bce251f9e95bfb-battleship-16-31-sat	3	SATISFIABLE	0.2	0	0	0
chrono	ed6d842f96d10f3400bce251f9e95bfb-battleship-16-31-sat	4	SATISFIABLE	0.1	0	0	0
chrono	557d7d4db5399188f62bc39598c6d868-mp1-Nb7T46	0	SATISFIABLE	6.1	43838	18874613	216405
chrono	557d7d4db5399188f62bc39598c6d868-mp1-Nb7T46	1	SATISFIABLE	2.3	14379	5370015	175621
chrono	557d7d4db5399188f62bc39598c6d868-mp1-Nb7T46	2	SATISFIABLE	3.3	23528	8386586	214763
chrono	557d7d4db5399188f62bc39598c6d868-mp1-Nb7T46	3	SATISFIABLE	0.9	13349	3575991	99371
chrono	557d7d4db5399188f62bc39598c6d868-mp1-Nb7T46	4	SATISFIABLE	2.1	12482	4522110	164198
chrono	849950561ddce887c78fef773dccfa80-circuit_48in64out_with_800gates_4in4out_dist128_seed3.sanitized	0	SATISFIABLE	9.2	111193	10904346	226678
chrono	849950561ddce887c78fef773dccfa80-circuit_48in64out_with_800gates_4in4out_dist128_seed3.sanitized	1	SATISFIABLE	10.6	129859	12820254	242414
chrono	849950561ddce887c78fef773dccfa80-circuit_48in64out_with_800gates_4in4out_dist128_seed3.sanitized	2	SATISFIABLE	7.8	179019	18944386	331929
chrono	849950561ddce887c78fef773dccfa80-circuit_48in64out_with_800gates_4in4out_dist128_seed3.sanitized	3	SATISFIABLE	16.8	192471	20052078	357797
chrono	849950561ddce887c78fef773dccfa80-circuit_48in64out_with_800gates_4in4out_dist128_seed3.sanitized	4	SATISFIABLE	16.5	189192	19212941	342407
chrono	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	0	UNSATISFIABLE	40.7	673	53276061	3392
chrono	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	1	UNSATISFIABLE	18.1	654	50706980	2793
chrono	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	2	UNSATISFIABLE	18.9	658	57553109	2557
chrono	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	3	UNSATISFIABLE	38.7	652	56474279	2908
chrono	9af7646fc4a32c6f2744ddc0c4b654b7-brocard_problem_large	4	UNSATISFIABLE	38.2	661	55106202	3695
chrono	663bb5659e42c2c75f74354f48895302-SCPC-500-13	0	UNSATISFIABLE	45.6	306363	20649744	553414
chrono	663bb5659e42c2c75f74354f48895302-SCPC-500-13	1	UNSATISFIABLE	44.7	301989	20409918	544131
chrono	663bb5659e42c2c75f74354f48895302-SCPC-500-13	2	UNSATISFIABLE	49.7	346627	23602753	619142
